"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Performances and attendance, not-for-profit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Nunavut","2016A000262","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579243","14.1.3","","x","","","0"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579187","1.1.1","22616","","","","0"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579188","1.1.2","6211975","","","","0"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579189","1.1.3","275","","","","0"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Total performances","Number","223","units","0","v107579190","1.2.1","16528","","","","0"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Total attendance","Number","223","units","0","v107579191","1.2.2","3191385","","","","0"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Average attendance per performance","Number","223","units","0","v107579192","1.2.3","193","","","","0"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Total performances","Number","223","units","0","v107579193","1.3.1","846","","","","0"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Total attendance","Number","223","units","0","v107579194","1.3.2","296759","","","","0"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Average attendance per performance","Number","223","units","0","v107579195","1.3.3","351","","","","0"
"2020","Canada","2016A000011124","Dance companies [711120]","Total performances","Number","223","units","0","v107579196","1.4.1","1677","","","","0"
"2020","Canada","2016A000011124","Dance companies [711120]","Total attendance","Number","223","units","0","v107579197","1.4.2","651380","","","","0"
"2020","Canada","2016A000011124","Dance companies [711120]","Average attendance per performance","Number","223","units","0","v107579198","1.4.3","388","","","","0"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Total performances","Number","223","units","0","v107579199","1.5.1","3073","","","","0"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Total attendance","Number","223","units","0","v107579200","1.5.2","1810448","","","","0"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Average attendance per performance","Number","223","units","0","v107579201","1.5.3","589","","","","0"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Total performances","Number","223","units","0","v107579202","1.6.1","493","","","","0"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Total attendance","Number","223","units","0","v107579203","1.6.2","262003","","","","0"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Average attendance per performance","Number","223","units","0","v107579204","1.6.3","532","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579205","2.1.1","252","","","","0"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579206","2.1.2","","x","","","0"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579207","2.1.3","","x","","","0"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579208","3.1.1","","x","","","0"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579209","3.1.2","","x","","","0"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579210","3.1.3","","x","","","0"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579211","4.1.1","562","","","","0"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579212","4.1.2","251490","","","","0"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579213","4.1.3","447","","","","0"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579214","5.1.1","272","","","","0"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579215","5.1.2","","x","","","0"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579216","5.1.3","","x","","","0"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579217","6.1.1","6768","","","","0"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579218","6.1.2","1927734","","","","0"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579219","6.1.3","285","","","","0"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579220","7.1.1","5382","","","","0"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579221","7.1.2","1539238","","","","0"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579222","7.1.3","286","","","","0"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579223","8.1.1","631","","","","0"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579224","8.1.2","218711","","","","0"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579225","8.1.3","347","","","","0"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579226","9.1.1","425","","","","0"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579227","9.1.2","","x","","","0"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579228","9.1.3","","x","","","0"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579229","10.1.1","4782","","","","0"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579230","10.1.2","994541","","","","0"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579231","10.1.3","208","","","","0"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579232","11.1.1","3450","","","","0"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579233","11.1.2","1066860","","","","0"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579234","11.1.3","309","","","","0"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579235","12.1.1","","x","","","0"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579236","12.1.2","","x","","","0"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579237","12.1.3","","x","","","0"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579238","13.1.1","","..","","","0"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579239","13.1.2","","..","","","0"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579240","13.1.3","","..","","","0"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579241","14.1.1","","x","","","0"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579242","14.1.2","","x","","","0"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579243","14.1.3","","x","","","0"
"2022","Canada","2016A000011124","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579187","1.1.1","28282","","","","0"
"2022","Canada","2016A000011124","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579188","1.1.2","7072536","","","","0"
"2022","Canada","2016A000011124","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579189","1.1.3","250","","","","0"
"2022","Canada","2016A000011124","Theatre (except musical) companies [711111]","Total performances","Number","223","units","0","v107579190","1.2.1","20223","","","","0"
"2022","Canada","2016A000011124","Theatre (except musical) companies [711111]","Total attendance","Number","223","units","0","v107579191","1.2.2","3646585","","","","0"
"2022","Canada","2016A000011124","Theatre (except musical) companies [711111]","Average attendance per performance","Number","223","units","0","v107579192","1.2.3","180","","","","0"
"2022","Canada","2016A000011124","Musical theatre and opera companies [711112]","Total performances","Number","223","units","0","v107579193","1.3.1","1933","","","","0"
"2022","Canada","2016A000011124","Musical theatre and opera companies [711112]","Total attendance","Number","223","units","0","v107579194","1.3.2","573442","","","","0"
"2022","Canada","2016A000011124","Musical theatre and opera companies [711112]","Average attendance per performance","Number","223","units","0","v107579195","1.3.3","297","","","","0"
"2022","Canada","2016A000011124","Dance companies [711120]","Total performances","Number","223","units","0","v107579196","1.4.1","1691","","","","0"
"2022","Canada","2016A000011124","Dance companies [711120]","Total attendance","Number","223","units","0","v107579197","1.4.2","670563","","","","0"
"2022","Canada","2016A000011124","Dance companies [711120]","Average attendance per performance","Number","223","units","0","v107579198","1.4.3","397","","","","0"
"2022","Canada","2016A000011124","Musical groups and artists [711130]","Total performances","Number","223","units","0","v107579199","1.5.1","3617","","","","0"
"2022","Canada","2016A000011124","Musical groups and artists [711130]","Total attendance","Number","223","units","0","v107579200","1.5.2","1633708","","","","0"
"2022","Canada","2016A000011124","Musical groups and artists [711130]","Average attendance per performance","Number","223","units","0","v107579201","1.5.3","452","","","","0"
"2022","Canada","2016A000011124","Other performing arts companies [711190]","Total performances","Number","223","units","0","v107579202","1.6.1","817","","","","0"
"2022","Canada","2016A000011124","Other performing arts companies [711190]","Total attendance","Number","223","units","0","v107579203","1.6.2","548239","","","","0"
"2022","Canada","2016A000011124","Other performing arts companies [711190]","Average attendance per performance","Number","223","units","0","v107579204","1.6.3","671","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579205","2.1.1","506","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579206","2.1.2","47563","","","","0"
"2022","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579207","2.1.3","94","","","","0"
"2022","Prince Edward Island","2016A000211","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579208","3.1.1","","x","","","0"
"2022","Prince Edward Island","2016A000211","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579209","3.1.2","","x","","","0"
"2022","Prince Edward Island","2016A000211","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579210","3.1.3","","x","","","0"
"2022","Nova Scotia","2016A000212","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579211","4.1.1","576","","","","0"
"2022","Nova Scotia","2016A000212","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579212","4.1.2","240988","","","","0"
"2022","Nova Scotia","2016A000212","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579213","4.1.3","419","","","","0"
"2022","New Brunswick","2016A000213","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579214","5.1.1","239","","","","0"
"2022","New Brunswick","2016A000213","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579215","5.1.2","","x","","","0"
"2022","New Brunswick","2016A000213","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579216","5.1.3","","x","","","0"
"2022","Quebec","2016A000224","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579217","6.1.1","8696","","","","0"
"2022","Quebec","2016A000224","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579218","6.1.2","2035487","","","","0"
"2022","Quebec","2016A000224","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579219","6.1.3","234","","","","0"
"2022","Ontario","2016A000235","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579220","7.1.1","8871","","","","0"
"2022","Ontario","2016A000235","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579221","7.1.2","2366257","","","","0"
"2022","Ontario","2016A000235","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579222","7.1.3","267","","","","0"
"2022","Manitoba","2016A000246","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579223","8.1.1","632","","","","0"
"2022","Manitoba","2016A000246","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579224","8.1.2","246744","","","","0"
"2022","Manitoba","2016A000246","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579225","8.1.3","391","","","","0"
"2022","Saskatchewan","2016A000247","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579226","9.1.1","","x","","","0"
"2022","Saskatchewan","2016A000247","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579227","9.1.2","124748","","","","0"
"2022","Saskatchewan","2016A000247","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579228","9.1.3","","x","","","0"
"2022","Alberta","2016A000248","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579229","10.1.1","3535","","","","0"
"2022","Alberta","2016A000248","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579230","10.1.2","789147","","","","0"
"2022","Alberta","2016A000248","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579231","10.1.3","223","","","","0"
"2022","British Columbia","2016A000259","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579232","11.1.1","4425","","","","0"
"2022","British Columbia","2016A000259","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579233","11.1.2","1176615","","","","0"
"2022","British Columbia","2016A000259","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579234","11.1.3","266","","","","0"
"2022","Yukon","2016A000260","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579235","12.1.1","","x","","","0"
"2022","Yukon","2016A000260","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579236","12.1.2","","x","","","0"
"2022","Yukon","2016A000260","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579237","12.1.3","","x","","","0"
"2022","Northwest Territories","2016A000261","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579238","13.1.1","","..","","","0"
"2022","Northwest Territories","2016A000261","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579239","13.1.2","","..","","","0"
"2022","Northwest Territories","2016A000261","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579240","13.1.3","","..","","","0"
"2022","Nunavut","2016A000262","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579241","14.1.1","","..","","","0"
"2022","Nunavut","2016A000262","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579242","14.1.2","","..","","","0"
"2022","Nunavut","2016A000262","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579243","14.1.3","","..","","","0"
"2024","Canada","2016A000011124","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579187","1.1.1","37821","","","","0"
"2024","Canada","2016A000011124","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579188","1.1.2","10374787","","","","0"
"2024","Canada","2016A000011124","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579189","1.1.3","274","","","","0"
"2024","Canada","2016A000011124","Theatre (except musical) companies [711111]","Total performances","Number","223","units","0","v107579190","1.2.1","26339","","","","0"
"2024","Canada","2016A000011124","Theatre (except musical) companies [711111]","Total attendance","Number","223","units","0","v107579191","1.2.2","5185704","","","","0"
"2024","Canada","2016A000011124","Theatre (except musical) companies [711111]","Average attendance per performance","Number","223","units","0","v107579192","1.2.3","197","","","","0"
"2024","Canada","2016A000011124","Musical theatre and opera companies [711112]","Total performances","Number","223","units","0","v107579193","1.3.1","2965","","","","0"
"2024","Canada","2016A000011124","Musical theatre and opera companies [711112]","Total attendance","Number","223","units","0","v107579194","1.3.2","952485","","","","0"
"2024","Canada","2016A000011124","Musical theatre and opera companies [711112]","Average attendance per performance","Number","223","units","0","v107579195","1.3.3","321","","","","0"
"2024","Canada","2016A000011124","Dance companies [711120]","Total performances","Number","223","units","0","v107579196","1.4.1","2097","","","","0"
"2024","Canada","2016A000011124","Dance companies [711120]","Total attendance","Number","223","units","0","v107579197","1.4.2","916608","","","","0"
"2024","Canada","2016A000011124","Dance companies [711120]","Average attendance per performance","Number","223","units","0","v107579198","1.4.3","437","","","","0"
"2024","Canada","2016A000011124","Musical groups and artists [711130]","Total performances","Number","223","units","0","v107579199","1.5.1","5477","","","","0"
"2024","Canada","2016A000011124","Musical groups and artists [711130]","Total attendance","Number","223","units","0","v107579200","1.5.2","2597963","","","","0"
"2024","Canada","2016A000011124","Musical groups and artists [711130]","Average attendance per performance","Number","223","units","0","v107579201","1.5.3","474","","","","0"
"2024","Canada","2016A000011124","Other performing arts companies [711190]","Total performances","Number","223","units","0","v107579202","1.6.1","943","","","","0"
"2024","Canada","2016A000011124","Other performing arts companies [711190]","Total attendance","Number","223","units","0","v107579203","1.6.2","722027","","","","0"
"2024","Canada","2016A000011124","Other performing arts companies [711190]","Average attendance per performance","Number","223","units","0","v107579204","1.6.3","766","","","","0"
"2024","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579205","2.1.1","616","","","","0"
"2024","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579206","2.1.2","","x","","","0"
"2024","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579207","2.1.3","","x","","","0"
"2024","Prince Edward Island","2016A000211","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579208","3.1.1","","x","","","0"
"2024","Prince Edward Island","2016A000211","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579209","3.1.2","","x","","","0"
"2024","Prince Edward Island","2016A000211","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579210","3.1.3","","x","","","0"
"2024","Nova Scotia","2016A000212","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579211","4.1.1","977","","","","0"
"2024","Nova Scotia","2016A000212","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579212","4.1.2","304440","","","","0"
"2024","Nova Scotia","2016A000212","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579213","4.1.3","311","","","","0"
"2024","New Brunswick","2016A000213","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579214","5.1.1","357","","","","0"
"2024","New Brunswick","2016A000213","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579215","5.1.2","60770","","","","0"
"2024","New Brunswick","2016A000213","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579216","5.1.3","170","","","","0"
"2024","Quebec","2016A000224","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579217","6.1.1","10618","","","","0"
"2024","Quebec","2016A000224","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579218","6.1.2","2965725","","","","0"
"2024","Quebec","2016A000224","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579219","6.1.3","279","","","","0"
"2024","Ontario","2016A000235","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579220","7.1.1","11967","","","","0"
"2024","Ontario","2016A000235","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579221","7.1.2","3582439","","","","0"
"2024","Ontario","2016A000235","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579222","7.1.3","299","","","","0"
"2024","Manitoba","2016A000246","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579223","8.1.1","759","","","","0"
"2024","Manitoba","2016A000246","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579224","8.1.2","289234","","","","0"
"2024","Manitoba","2016A000246","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579225","8.1.3","381","","","","0"
"2024","Saskatchewan","2016A000247","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579226","9.1.1","900","","","","0"
"2024","Saskatchewan","2016A000247","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579227","9.1.2","198089","","","","0"
"2024","Saskatchewan","2016A000247","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579228","9.1.3","220","","","","0"
"2024","Alberta","2016A000248","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579229","10.1.1","5233","","","","0"
"2024","Alberta","2016A000248","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579230","10.1.2","1196732","","","","0"
"2024","Alberta","2016A000248","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579231","10.1.3","229","","","","0"
"2024","British Columbia","2016A000259","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579232","11.1.1","6223","","","","0"
"2024","British Columbia","2016A000259","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579233","11.1.2","1695452","","","","0"
"2024","British Columbia","2016A000259","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579234","11.1.3","272","","","","0"
"2024","Yukon","2016A000260","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579235","12.1.1","","x","","","0"
"2024","Yukon","2016A000260","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579236","12.1.2","10344","","","","0"
"2024","Yukon","2016A000260","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579237","12.1.3","","x","","","0"
"2024","Northwest Territories","2016A000261","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579238","13.1.1","","..","","","0"
"2024","Northwest Territories","2016A000261","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579239","13.1.2","","..","","","0"
"2024","Northwest Territories","2016A000261","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579240","13.1.3","","..","","","0"
"2024","Nunavut","2016A000262","Performing arts companies [7111]","Total performances","Number","223","units","0","v107579241","14.1.1","","..","","","0"
"2024","Nunavut","2016A000262","Performing arts companies [7111]","Total attendance","Number","223","units","0","v107579242","14.1.2","","..","","","0"
"2024","Nunavut","2016A000262","Performing arts companies [7111]","Average attendance per performance","Number","223","units","0","v107579243","14.1.3","","..","","","0"
