"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Detailed sources of revenue, not-for-profit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Nunavut","2016A000262","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579338","14.1.5","","x","","","1"
"2018","Canada","2016A000011124","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579244","1.1.1","338462.7","","","","1"
"2018","Canada","2016A000011124","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579245","1.1.2","86156.1","","","","1"
"2018","Canada","2016A000011124","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579246","1.1.3","236567.0","","","","1"
"2018","Canada","2016A000011124","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579247","1.1.4","222754.0","","","","1"
"2018","Canada","2016A000011124","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579248","1.1.5","3694.1","","","","1"
"2018","Canada","2016A000011124","Theatre (except musical) companies [711111]","Performance revenue","Dollars","81","thousands","3","v107579249","1.2.1","179921.2","","","","1"
"2018","Canada","2016A000011124","Theatre (except musical) companies [711111]","Other sales","Dollars","81","thousands","3","v107579250","1.2.2","48803.6","","","","1"
"2018","Canada","2016A000011124","Theatre (except musical) companies [711111]","Public sector","Dollars","81","thousands","3","v107579251","1.2.3","106120.7","","","","1"
"2018","Canada","2016A000011124","Theatre (except musical) companies [711111]","Private sector","Dollars","81","thousands","3","v107579252","1.2.4","84575.5","","","","1"
"2018","Canada","2016A000011124","Theatre (except musical) companies [711111]","Licensing of rights","Dollars","81","thousands","3","v107579253","1.2.5","2788.2","","","","1"
"2018","Canada","2016A000011124","Musical theatre and opera companies [711112]","Performance revenue","Dollars","81","thousands","3","v107579254","1.3.1","38277.2","","","","1"
"2018","Canada","2016A000011124","Musical theatre and opera companies [711112]","Other sales","Dollars","81","thousands","3","v107579255","1.3.2","8674.6","","","","1"
"2018","Canada","2016A000011124","Musical theatre and opera companies [711112]","Public sector","Dollars","81","thousands","3","v107579256","1.3.3","20590.2","","","","1"
"2018","Canada","2016A000011124","Musical theatre and opera companies [711112]","Private sector","Dollars","81","thousands","3","v107579257","1.3.4","34744.3","","","","1"
"2018","Canada","2016A000011124","Musical theatre and opera companies [711112]","Licensing of rights","Dollars","81","thousands","3","v107579258","1.3.5","","x","","","1"
"2018","Canada","2016A000011124","Dance companies [711120]","Performance revenue","Dollars","81","thousands","3","v107579259","1.4.1","40537.2","","","","1"
"2018","Canada","2016A000011124","Dance companies [711120]","Other sales","Dollars","81","thousands","3","v107579260","1.4.2","12773.1","","","","1"
"2018","Canada","2016A000011124","Dance companies [711120]","Public sector","Dollars","81","thousands","3","v107579261","1.4.3","38489.7","","","","1"
"2018","Canada","2016A000011124","Dance companies [711120]","Private sector","Dollars","81","thousands","3","v107579262","1.4.4","30614.7","","","","1"
"2018","Canada","2016A000011124","Dance companies [711120]","Licensing of rights","Dollars","81","thousands","3","v107579263","1.4.5","252.4","","","","1"
"2018","Canada","2016A000011124","Musical groups and artists [711130]","Performance revenue","Dollars","81","thousands","3","v107579264","1.5.1","75046.2","","","","1"
"2018","Canada","2016A000011124","Musical groups and artists [711130]","Other sales","Dollars","81","thousands","3","v107579265","1.5.2","8865.8","","","","1"
"2018","Canada","2016A000011124","Musical groups and artists [711130]","Public sector","Dollars","81","thousands","3","v107579266","1.5.3","64871.3","","","","1"
"2018","Canada","2016A000011124","Musical groups and artists [711130]","Private sector","Dollars","81","thousands","3","v107579267","1.5.4","70196.1","","","","1"
"2018","Canada","2016A000011124","Musical groups and artists [711130]","Licensing of rights","Dollars","81","thousands","3","v107579268","1.5.5","264.2","","","","1"
"2018","Canada","2016A000011124","Other performing arts companies [711190]","Performance revenue","Dollars","81","thousands","3","v107579269","1.6.1","4680.9","","","","1"
"2018","Canada","2016A000011124","Other performing arts companies [711190]","Other sales","Dollars","81","thousands","3","v107579270","1.6.2","7039.0","","","","1"
"2018","Canada","2016A000011124","Other performing arts companies [711190]","Public sector","Dollars","81","thousands","3","v107579271","1.6.3","6495.2","","","","1"
"2018","Canada","2016A000011124","Other performing arts companies [711190]","Private sector","Dollars","81","thousands","3","v107579272","1.6.4","2623.5","","","","1"
"2018","Canada","2016A000011124","Other performing arts companies [711190]","Licensing of rights","Dollars","81","thousands","3","v107579273","1.6.5","","x","","","1"
"2018","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579274","2.1.1","2300.7","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579275","2.1.2","607.4","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579276","2.1.3","3584.1","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579277","2.1.4","1443.9","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579278","2.1.5","","x","","","1"
"2018","Prince Edward Island","2016A000211","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579279","3.1.1","","x","","","1"
"2018","Prince Edward Island","2016A000211","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579280","3.1.2","","x","","","1"
"2018","Prince Edward Island","2016A000211","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579281","3.1.3","","x","","","1"
"2018","Prince Edward Island","2016A000211","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579282","3.1.4","","x","","","1"
"2018","Prince Edward Island","2016A000211","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579283","3.1.5","0.0","","","","1"
"2018","Nova Scotia","2016A000212","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579284","4.1.1","7761.4","","","","1"
"2018","Nova Scotia","2016A000212","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579285","4.1.2","1315.9","","","","1"
"2018","Nova Scotia","2016A000212","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579286","4.1.3","4222.7","","","","1"
"2018","Nova Scotia","2016A000212","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579287","4.1.4","3004.2","","","","1"
"2018","Nova Scotia","2016A000212","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579288","4.1.5","0.0","","","","1"
"2018","New Brunswick","2016A000213","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579289","5.1.1","799.9","","","","1"
"2018","New Brunswick","2016A000213","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579290","5.1.2","761.6","","","","1"
"2018","New Brunswick","2016A000213","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579291","5.1.3","2695.5","","","","1"
"2018","New Brunswick","2016A000213","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579292","5.1.4","1249.6","","","","1"
"2018","New Brunswick","2016A000213","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579293","5.1.5","2.5","","","","1"
"2018","Quebec","2016A000224","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579294","6.1.1","82197.8","","","","1"
"2018","Quebec","2016A000224","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579295","6.1.2","19400.6","","","","1"
"2018","Quebec","2016A000224","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579296","6.1.3","88980.2","","","","1"
"2018","Quebec","2016A000224","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579297","6.1.4","35192.9","","","","1"
"2018","Quebec","2016A000224","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579298","6.1.5","2311.2","","","","1"
"2018","Ontario","2016A000235","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579299","7.1.1","138080.7","","","","1"
"2018","Ontario","2016A000235","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579300","7.1.2","34010.3","","","","1"
"2018","Ontario","2016A000235","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579301","7.1.3","65510.7","","","","1"
"2018","Ontario","2016A000235","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579302","7.1.4","106948.6","","","","1"
"2018","Ontario","2016A000235","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579303","7.1.5","1219.5","","","","1"
"2018","Manitoba","2016A000246","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579304","8.1.1","11404.7","","","","1"
"2018","Manitoba","2016A000246","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579305","8.1.2","5214.4","","","","1"
"2018","Manitoba","2016A000246","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579306","8.1.3","9564.0","","","","1"
"2018","Manitoba","2016A000246","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579307","8.1.4","7868.2","","","","1"
"2018","Manitoba","2016A000246","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579308","8.1.5","69.3","","","","1"
"2018","Saskatchewan","2016A000247","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579309","9.1.1","6943.0","","","","1"
"2018","Saskatchewan","2016A000247","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579310","9.1.2","2046.8","","","","1"
"2018","Saskatchewan","2016A000247","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579311","9.1.3","4273.7","","","","1"
"2018","Saskatchewan","2016A000247","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579312","9.1.4","3915.2","","","","1"
"2018","Saskatchewan","2016A000247","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579313","9.1.5","","x","","","1"
"2018","Alberta","2016A000248","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579314","10.1.1","43966.1","","","","1"
"2018","Alberta","2016A000248","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579315","10.1.2","13441.2","","","","1"
"2018","Alberta","2016A000248","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579316","10.1.3","25727.4","","","","1"
"2018","Alberta","2016A000248","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579317","10.1.4","33675.4","","","","1"
"2018","Alberta","2016A000248","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579318","10.1.5","43.3","","","","1"
"2018","British Columbia","2016A000259","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579319","11.1.1","44562.6","","","","1"
"2018","British Columbia","2016A000259","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579320","11.1.2","9252.9","","","","1"
"2018","British Columbia","2016A000259","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579321","11.1.3","30813.7","","","","1"
"2018","British Columbia","2016A000259","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579322","11.1.4","29103.3","","","","1"
"2018","British Columbia","2016A000259","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579323","11.1.5","28.4","","","","1"
"2018","Yukon","2016A000260","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579324","12.1.1","","x","","","1"
"2018","Yukon","2016A000260","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579325","12.1.2","","x","","","1"
"2018","Yukon","2016A000260","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579326","12.1.3","","x","","","1"
"2018","Yukon","2016A000260","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579327","12.1.4","","x","","","1"
"2018","Yukon","2016A000260","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579328","12.1.5","0.0","","","","1"
"2018","Northwest Territories","2016A000261","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579329","13.1.1","","..","","","1"
"2018","Northwest Territories","2016A000261","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579330","13.1.2","","..","","","1"
"2018","Northwest Territories","2016A000261","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579331","13.1.3","","..","","","1"
"2018","Northwest Territories","2016A000261","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579332","13.1.4","","..","","","1"
"2018","Northwest Territories","2016A000261","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579333","13.1.5","","..","","","1"
"2018","Nunavut","2016A000262","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579334","14.1.1","0.0","","","","1"
"2018","Nunavut","2016A000262","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579335","14.1.2","","x","","","1"
"2018","Nunavut","2016A000262","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579336","14.1.3","","x","","","1"
"2018","Nunavut","2016A000262","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579337","14.1.4","0.0","","","","1"
"2018","Nunavut","2016A000262","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579338","14.1.5","0.0","","","","1"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579244","1.1.1","171859.5","","","","1"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579245","1.1.2","50491.3","","","","1"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579246","1.1.3","307225.9","","","","1"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579247","1.1.4","200611.0","","","","1"
"2020","Canada","2016A000011124","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579248","1.1.5","2571.3","","","","1"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Performance revenue","Dollars","81","thousands","3","v107579249","1.2.1","72926.7","","","","1"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Other sales","Dollars","81","thousands","3","v107579250","1.2.2","24953.4","","","","1"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Public sector","Dollars","81","thousands","3","v107579251","1.2.3","146159.3","","","","1"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Private sector","Dollars","81","thousands","3","v107579252","1.2.4","82322.7","","","","1"
"2020","Canada","2016A000011124","Theatre (except musical) companies [711111]","Licensing of rights","Dollars","81","thousands","3","v107579253","1.2.5","2127.6","","","","1"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Performance revenue","Dollars","81","thousands","3","v107579254","1.3.1","16152.8","","","","1"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Other sales","Dollars","81","thousands","3","v107579255","1.3.2","2734.1","","","","1"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Public sector","Dollars","81","thousands","3","v107579256","1.3.3","25307.7","","","","1"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Private sector","Dollars","81","thousands","3","v107579257","1.3.4","29855.2","","","","1"
"2020","Canada","2016A000011124","Musical theatre and opera companies [711112]","Licensing of rights","Dollars","81","thousands","3","v107579258","1.3.5","0.0","","","","1"
"2020","Canada","2016A000011124","Dance companies [711120]","Performance revenue","Dollars","81","thousands","3","v107579259","1.4.1","31255.5","","","","1"
"2020","Canada","2016A000011124","Dance companies [711120]","Other sales","Dollars","81","thousands","3","v107579260","1.4.2","12204.4","","","","1"
"2020","Canada","2016A000011124","Dance companies [711120]","Public sector","Dollars","81","thousands","3","v107579261","1.4.3","49956.3","","","","1"
"2020","Canada","2016A000011124","Dance companies [711120]","Private sector","Dollars","81","thousands","3","v107579262","1.4.4","23106.6","","","","1"
"2020","Canada","2016A000011124","Dance companies [711120]","Licensing of rights","Dollars","81","thousands","3","v107579263","1.4.5","218.9","","","","1"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Performance revenue","Dollars","81","thousands","3","v107579264","1.5.1","48224.7","","","","1"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Other sales","Dollars","81","thousands","3","v107579265","1.5.2","7792.7","","","","1"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Public sector","Dollars","81","thousands","3","v107579266","1.5.3","77331.7","","","","1"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Private sector","Dollars","81","thousands","3","v107579267","1.5.4","63698.4","","","","1"
"2020","Canada","2016A000011124","Musical groups and artists [711130]","Licensing of rights","Dollars","81","thousands","3","v107579268","1.5.5","","x","","","1"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Performance revenue","Dollars","81","thousands","3","v107579269","1.6.1","3299.8","","","","1"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Other sales","Dollars","81","thousands","3","v107579270","1.6.2","2806.7","","","","1"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Public sector","Dollars","81","thousands","3","v107579271","1.6.3","8470.9","","","","1"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Private sector","Dollars","81","thousands","3","v107579272","1.6.4","1628.1","","","","1"
"2020","Canada","2016A000011124","Other performing arts companies [711190]","Licensing of rights","Dollars","81","thousands","3","v107579273","1.6.5","","x","","","1"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579274","2.1.1","1164.2","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579275","2.1.2","352.5","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579276","2.1.3","4231.7","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579277","2.1.4","1926.8","","","","1"
"2020","Newfoundland and Labrador","2016A000210","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579278","2.1.5","","x","","","1"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579279","3.1.1","","x","","","1"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579280","3.1.2","","x","","","1"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579281","3.1.3","","x","","","1"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579282","3.1.4","","x","","","1"
"2020","Prince Edward Island","2016A000211","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579283","3.1.5","0.0","","","","1"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579284","4.1.1","6378.5","","","","1"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579285","4.1.2","1101.0","","","","1"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579286","4.1.3","4855.3","","","","1"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579287","4.1.4","2953.3","","","","1"
"2020","Nova Scotia","2016A000212","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579288","4.1.5","0.0","","","","1"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579289","5.1.1","","x","","","1"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579290","5.1.2","","x","","","1"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579291","5.1.3","","x","","","1"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579292","5.1.4","","x","","","1"
"2020","New Brunswick","2016A000213","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579293","5.1.5","","x","","","1"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579294","6.1.1","52641.5","","","","1"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579295","6.1.2","13367.6","","","","1"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579296","6.1.3","105732.2","","","","1"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579297","6.1.4","30497.9","","","","1"
"2020","Quebec","2016A000224","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579298","6.1.5","1839.4","","","","1"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579299","7.1.1","48061.6","","","","1"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579300","7.1.2","11885.8","","","","1"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579301","7.1.3","95958.3","","","","1"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579302","7.1.4","93553.9","","","","1"
"2020","Ontario","2016A000235","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579303","7.1.5","529.3","","","","1"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579304","8.1.1","5818.4","","","","1"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579305","8.1.2","4700.3","","","","1"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579306","8.1.3","12758.2","","","","1"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579307","8.1.4","6285.1","","","","1"
"2020","Manitoba","2016A000246","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579308","8.1.5","","x","","","1"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579309","9.1.1","3988.2","","","","1"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579310","9.1.2","665.6","","","","1"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579311","9.1.3","7625.5","","","","1"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579312","9.1.4","5614.1","","","","1"
"2020","Saskatchewan","2016A000247","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579313","9.1.5","","x","","","1"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579314","10.1.1","29614.9","","","","1"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579315","10.1.2","10709.9","","","","1"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579316","10.1.3","32155.3","","","","1"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579317","10.1.4","30113.0","","","","1"
"2020","Alberta","2016A000248","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579318","10.1.5","36.1","","","","1"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579319","11.1.1","23641.6","","","","1"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579320","11.1.2","7050.0","","","","1"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579321","11.1.3","39246.9","","","","1"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579322","11.1.4","28502.3","","","","1"
"2020","British Columbia","2016A000259","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579323","11.1.5","90.4","","","","1"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579324","12.1.1","","x","","","1"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579325","12.1.2","","x","","","1"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579326","12.1.3","573.5","","","","1"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579327","12.1.4","32.3","","","","1"
"2020","Yukon","2016A000260","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579328","12.1.5","","x","","","1"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579329","13.1.1","","..","","","1"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579330","13.1.2","","..","","","1"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579331","13.1.3","","..","","","1"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579332","13.1.4","","..","","","1"
"2020","Northwest Territories","2016A000261","Performing arts companies [7111]","Licensing of rights","Dollars","81","thousands","3","v107579333","13.1.5","","..","","","1"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Performance revenue","Dollars","81","thousands","3","v107579334","14.1.1","0.0","","","","1"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Other sales","Dollars","81","thousands","3","v107579335","14.1.2","","x","","","1"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Public sector","Dollars","81","thousands","3","v107579336","14.1.3","","x","","","1"
"2020","Nunavut","2016A000262","Performing arts companies [7111]","Private sector","Dollars","81","thousands","3","v107579337","14.1.4","0.0","","","","1"
